Id,SalePrice
1461,120241.67
1462,156648.78
1463,186029.11
1464,193933.95
1465,174894.55
1466,175910.1
1467,160685.84
1468,160540.64
1469,175257.03
1470,129026.81
1471,206400.08
1472,90950.42
1473,94995.52
1474,155001.48
1475,122690.08
1476,334375.3
1477,216972.14
1478,275945.8
1479,229259.62
1480,493518.62
1481,309692.84
1482,188639.77
1483,167168.61
1484,147082.0
1485,184951.62
1486,197347.88
1487,328671.84
1488,198691.31
1489,186308.2
1490,220353.44
1491,189567.45
1492,85750.21
1493,185597.78
1494,308012.78
1495,289776.5
1496,237371.19
1497,187696.03
1498,162997.89
1499,164339.6
1500,156668.94
1501,190852.64
1502,152881.14
1503,279201.25
1504,245031.38
1505,227297.47
1506,193131.28
1507,251912.28
1508,199786.9
1509,175113.52
1510,149984.08
1511,144743.44
1512,171948.4
1513,137068.05
1514,163300.52
1515,207375.16
1516,158495.3
1517,147969.48
1518,129219.29
1519,201089.8
1520,137069.36
1521,129784.06
1522,165279.97
1523,113517.72
1524,120931.445
1525,116964.0
1526,108505.47
1527,92930.984
1528,133658.64
1529,150471.62
1530,169947.1
1531,101449.47
1532,100146.56
1533,157518.1
1534,114378.7
1535,138090.39
1536,98934.805
1537,71967.88
1538,191208.45
1539,187334.44
1540,79050.91
1541,133338.69
1542,133210.95
1543,235448.48
1544,79119.62
1545,107065.68
1546,135581.4
1547,137580.89
1548,137894.44
1549,110266.64
1550,151262.08
1551,106309.0
1552,141379.0
1553,136757.16
1554,115159.65
1555,166811.72
1556,82085.56
1557,97059.82
1558,88954.54
1559,57753.523
1560,146700.12
1561,133246.53
1562,114973.75
1563,120998.81
1564,156435.3
1565,150019.98
1566,233134.14
1567,75530.45
1568,225877.55
1569,156452.16
1570,131887.47
1571,115579.83
1572,148565.19
1573,233681.06
1574,108763.85
1575,213626.62
1576,242342.1
1577,174067.22
1578,143861.05
1579,138765.25
1580,200765.58
1581,156517.52
1582,132047.42
1583,332734.22
1584,212523.03
1585,141947.78
1586,65591.71
1587,96736.85
1588,155400.67
1589,98869.53
1590,137764.31
1591,92996.68
1592,115122.2
1593,125768.48
1594,135231.33
1595,111236.555
1596,239353.86
1597,173649.06
1598,200061.84
1599,173573.73
1600,161567.7
1601,63794.863
1602,109364.83
1603,68631.51
1604,254776.52
1605,225312.58
1606,169311.02
1607,133103.66
1608,184486.56
1609,170959.33
1610,152769.22
1611,141687.42
1612,162132.33
1613,159452.25
1614,132223.1
1615,81390.4
1616,65413.617
1617,90344.59
1618,121817.41
1619,141978.23
1620,159950.44
1621,141373.06
1622,152804.33
1623,257284.61
1624,208628.83
1625,119121.086
1626,163587.94
1627,186537.02
1628,265342.12
1629,186676.53
1630,414596.28
1631,224984.48
1632,252243.08
1633,173823.53
1634,183485.19
1635,183387.23
1636,152239.38
1637,187737.56
1638,194159.55
1639,179922.2
1640,268572.56
1641,173689.48
1642,234915.58
