Id,SalePrice
1461,124271.85491492235
1462,154439.36145975278
1463,178855.70252889438
1464,181747.583403525
1465,199425.6163562043
1466,182762.26864478114
1467,166823.20924868557
1468,174699.46510969818
1469,180441.74094081845
1470,121324.32128017877
1471,196738.59812822158
1472,93687.61725848596
1473,97839.72173252315
1474,154884.23976135533
1475,143248.2892344276
1476,388965.03028571425
1477,251917.86627549783
1478,303222.0564
1479,246060.33525714287
1480,450851.41
1481,313875.5459444444
1482,207703.40426980215
1483,176801.59686417645
1484,178559.19664039603
1485,172834.5335080171
1486,201609.85451922484
1487,334443.902
1488,245037.35711353386
1489,215137.1268272726
1490,197172.04843462794
1491,192248.95795983955
1492,101227.26598568611
1493,174396.48742729262
1494,310172.3335
1495,308547.164
1496,226169.55841414144
1497,193387.93514968996
1498,154258.61385050506
1499,152944.50425050507
1500,151850.81961391942
1501,173801.59215002137
1502,165557.79618350227
1503,299943.404
1504,230464.87443806484
1505,219242.35484240903
1506,182544.47984726384
1507,217969.9297878788
1508,199598.5211993122
1509,164806.67354728622
1510,150788.9306882825
1511,151887.33683207294
1512,171930.56734533247
1513,151222.4853028111
1514,160506.67755555557
1515,174465.2973898429
1516,158917.31509604445
1517,151421.2162754552
1518,130862.42295175002
1519,222854.33512549513
1520,136591.121060594
1521,144902.73508817458
1522,158993.53984344154
1523,114684.2416358154
1524,122408.02367617139
1525,125528.7717792714
1526,126728.25950541777
1527,98857.09975249518
1528,128483.33128713498
1529,142752.54540923767
1530,166693.0677829013
1531,133240.6413982684
1532,110803.66069528385
1533,146932.76494220228
1534,117292.82158315726
1535,154049.3351118881
1536,117961.85581174667
1537,77752.10433766234
1538,188499.26958383838
1539,238939.9946666667
1540,116076.11619639296
1541,147866.35759866043
1542,149855.30645833115
1543,223507.75937728936
1544,79966.65401932634
1545,106211.73973671443
1546,125396.98296172314
1547,143223.14581134572
1548,139067.8866073136
1549,117424.09395488689
1550,147047.64152586312
1551,118467.31932384998
1552,148824.7187204351
1553,145669.15484586317
1554,115697.0486549565
1555,176804.48797943722
1556,98148.11497802199
1557,127605.14610695186
1558,94251.99949282192
1559,119329.95376846098
1560,152388.25264841045
1561,153808.30202142856
1562,126838.76524739945
1563,123672.82693462542
1564,164357.83227777778
1565,156125.00755364704
1566,211433.69602136753
1567,80357.1744920635
1568,227590.0477747253
1569,153542.34072936504
1570,127865.97392894
1571,134967.794601719
1572,146982.61865316288
1573,240073.56628571427
1574,118359.35808888887
1575,209950.58570128027
1576,213162.1431703286
1577,209548.26335386658
1578,150454.5347738063
1579,143045.2776315475
1580,190883.19374953216
1581,137692.8565305177
1582,128684.97016038925
1583,329164.528
1584,241459.94309157506
1585,141527.4465937638
1586,74098.99133333332
1587,101686.34018242353
1588,149341.5911814775
1589,108153.74628841311
1590,132538.39425434195
1591,107841.86316830094
1592,127243.22076565656
1593,118170.24520184286
1594,140281.96235345543
1595,123997.3995096707
1596,248003.2226153846
1597,170304.19753015877
1598,185334.92665182805
1599,215107.53955664128
1600,194983.13079906555
1601,81153.49839682541
1602,115948.17704370797
1603,96954.26713851091
1604,282153.9836666666
1605,250168.29354338476
1606,168617.81713233158
1607,163061.93847108484
1608,218063.44310522993
1609,203584.72811968863
1610,160525.43923360843
1611,148814.9212587021
1612,164654.4919099271
1613,164673.21411904762
1614,123616.79361614745
1615,88593.83263195575
1616,81974.45529424497
1617,90133.77429431782
1618,126634.59689691126
1619,128777.14318816082
1620,153460.21798276601
1621,135797.77200878866
1622,155308.12902180656
1623,294349.292
1624,211394.5017312002
1625,129501.53673074035
1626,173171.05435723902
1627,189452.58914540245
1628,273797.92478667473
1629,175496.7473692831
1630,361729.264
1631,222730.32587874797
1632,248617.80604444444
1633,169336.90887186193
1634,180344.58641541738
1635,179180.37958290867
1636,159532.87345228813
1637,174742.71535241514
1638,217838.75935714287
1639,180752.63284471442
1640,257040.8752063492
1641,183373.1425081352
1642,225775.7307030703
1643,228879.31716661953
1644,227284.90775552514
1645,185181.5896637427
1646,152436.34228476638
1647,160487.29158114956
1648,139204.85859787435
1649,136552.59945168224
1650,121285.45011553269
1651,123308.38364870571
1652,93552.009505291
1653,100008.05985609983
1654,157729.49428208946
1655,156669.6991675847
1656,152054.82461358764
1657,155561.54358983363
1658,155824.37652650275
1659,142966.14062263074
1660,143458.1672113173
1661,454758.798
1662,388771.1772
1663,375546.766
1664,464600.926
1665,309537.24439999997
1666,330028.714
1667,357467.068
1668,326615.28
1669,296301.8848484849
1670,337673.002
1671,261470.29859999998
1672,467619.962
1673,299050.8862857143
1674,252378.55467442845
1675,187005.800693408
1676,190600.40713805237
1677,215300.92284087828
1678,466186.574
1679,374776.188
1680,325899.68039999995
1681,266123.66915384616
1682,302031.198
1683,186462.14502966576
1684,170496.6432583377
1685,174593.2225968692
1686,168740.2495218895
1687,168988.18772106833
1688,189423.49117897547
1689,190745.08067603986
1690,183614.2116840359
1691,173858.57623078857
1692,265839.56852234725
1693,170249.41737555328
1694,183246.91552178308
1695,169473.80536434922
1696,266866.19266666664
1697,171869.4126776692
1698,348251.1446666667
1699,328286.5212037037
1700,242802.2808058608
1701,261503.01895321638
1702,256324.75020474265
1703,254470.9003189018
1704,294306.1305
1705,241020.76380144208
1706,458924.224
1707,222555.60549920282
1708,223049.85793221896
1709,284723.5585714285
1710,228406.86262677677
1711,266057.98913299665
1712,243178.0257777778
1713,244512.80798245614
1714,221772.47905715922
1715,202026.392482005
1716,176630.67558847248
1717,163180.8640803919
1718,139002.17873141676
1719,205565.19483024627
1720,254394.19683200427
1721,164431.53676243202
1722,128545.58012271061
1723,152236.79345083862
1724,218379.98169353048
1725,233955.21033333332
1726,187681.01238872734
1727,173581.53667599484
1728,186422.62822280498
1729,164292.10787611647
1730,157826.45121111113
1731,122920.70665377336
1732,132937.12177350372
1733,126552.6556977397
1734,131231.460950425
1735,132928.2195522389
1736,116758.32794497091
1737,367673.06
1738,219584.5096110031
1739,279032.95266666665
1740,189330.85193692564
1741,181000.16353797304
1742,172162.3912275724
1743,173926.83564745195
1744,319469.844
1745,244637.458
1746,244817.28466666667
1747,213237.99261391695
1748,206610.39438095235
1749,160431.80481340733
1750,150123.50511294277
1751,228515.72545238095
1752,123665.80108206822
1753,141056.7150863489
1754,220401.07715982906
1755,164435.61436241464
1756,121879.18187709257
1757,122189.00231890807
1758,147169.25406630078
1759,165088.05908798604
1760,159528.78529361074
1761,154044.25306184162
1762,175118.50158730158
1763,164739.86270376816
1764,117065.85009308286
1765,170177.36715811337
1766,173795.24985137963
1767,194205.98434275275
1768,139722.02521636817
1769,163188.9052544568
1770,139663.83464688342
1771,137694.90055480992
1772,137345.4013120917
1773,141842.7901080984
1774,131777.64509061043
1775,130580.5859894584
1776,122730.20842514509
1777,117204.3028504307
1778,128159.51653922495
1779,112525.77276686177
1780,178134.43204380173
1781,132853.4748942671
1782,100480.47870450118
1783,130167.5027024027
1784,102630.20715881513
1785,116673.8263407793
1786,147218.92375718572
1787,166519.44203015877
1788,63812.287777777776
1789,96588.99603494344
1790,87948.25582318004
1791,182757.155442029
1792,152058.7115888336
1793,138785.61663801147
1794,141261.4403571123
1795,137322.46318122247
1796,117563.82927675455
1797,119079.33827476737
1798,123589.02183340193
1799,113521.63884035678
1800,126668.63663626902
1801,129273.61009726317
1802,148910.66750477118
1803,149394.55110335725
1804,140590.44372025426
1805,134437.6271298968
1806,118145.40187276722
1807,145697.17034258175
1808,124096.01716034942
1809,126323.25062090956
1810,148277.91685747585
1811,117942.35475464317
1812,119550.52611586405
1813,122152.3885152931
1814,104500.92007386549
1815,66032.45831601732
1816,99285.34641713244
1817,121334.30216680838
1818,133916.28758577534
1819,118590.889308803
1820,77996.15619047619
1821,121164.37879848172
1822,146035.2600022087
1823,62549.87047619048
1824,139996.89000013337
1825,141188.76366985316
1826,107824.65724548134
1827,109311.41321111344
1828,142443.03964251603
1829,115268.50752081486
1830,140815.77006202703
1831,167338.04666666666
1832,116293.28328561438
1833,148561.06336738655
1834,133539.15669921789
1835,179829.28088311688
1836,129861.45664216155
1837,108381.60898301698
1838,137670.22358431385
1839,86122.954
1840,163291.2822883598
